"publish_date","France","Germany","Italy","Spain","United Kingdom"
2020-03-12,283.428571428571,186.428571428571,1339,415.714285714286,101.714285714286
2020-03-13,347.428571428571,281.285714285714,1607.85714285714,593.714285714286,151.714285714286
2020-03-14,430.857142857143,339.714285714286,1860.57142857143,825.285714285714,213.571428571429
2020-03-15,534,421.142857142857,2182,1097.14285714286,270.285714285714
2020-03-16,607.285714285714,562.285714285714,2372.14285714286,1346,313.285714285714
2020-03-17,737.571428571429,696.142857142857,2686.85714285714,1623.42857142857,368.285714285714
2020-03-18,836,837.142857142857,3051,1996.71428571429,434.428571428571
2020-03-19,963.142857142857,947.285714285714,3321.57142857143,2489,507.285714285714
2020-03-20,1143.14285714286,1681.28571428571,3703.14285714286,2980.28571428571,592.571428571429
2020-03-21,1262,2160.71428571429,4194.42857142857,3561.42857142857,674.142857142857
2020-03-22,1408,2524,4631.57142857143,4183,785.142857142857
2020-03-23,1494.57142857143,2848,5022.57142857143,4720.42857142857,904.714285714286
2020-03-24,1862.85714285714,3314.28571428571,5135.28571428571,5150.57142857143,1038.42857142857
2020-03-25,2058.28571428571,3485.42857142857,5381.42857142857,5856.85714285714,1285.14285714286
2020-03-26,2273.71428571429,4044.28571428571,5524.71428571429,6606,1514.57142857143
2020-03-27,2562.28571428571,4021.42857142857,5643.42857142857,7371.57142857143,1755.85714285714
2020-03-28,2869.85714285714,4342.14285714286,5639.57142857143,7976.57142857143,2046.14285714286
2020-03-29,3264.71428571429,4440.57142857143,5556.28571428571,8344.85714285714,2323.57142857143
2020-03-30,3402.14285714286,4646.28571428571,5507.28571428571,8530.71428571429,2555.57142857143
2020-03-31,3482.85714285714,4671.57142857143,5401.71428571429,8497.57142857143,2767
2020-04-01,4207.42857142857,5116,5230.85714285714,8469.28571428571,3043.42857142857
2020-04-02,4477.28571428571,5287.71428571429,5169.71428571429,8212.28571428571,3349
2020-04-03,4220.14285714286,5344,4957.57142857143,7771.42857142857,3666.28571428571
2020-04-04,4428.85714285714,5313.71428571429,4761.28571428571,7313.42857142857,3920.71428571429
2020-04-05,4373.14285714286,5595.28571428571,4594.28571428571,6987,4165.57142857143
2020-04-06,4281.57142857143,5441.85714285714,4465.57142857143,6640.42857142857,4336.71428571429
2020-04-07,4215.85714285714,5330.28571428571,4401.14285714286,6362.71428571429,4441.57142857143
2020-04-08,3678.28571428571,5123.14285714286,4256.28571428571,5989.42857142857,4585.71428571429
2020-04-09,3547.57142857143,4954.28571428571,4121.14285714286,5617.28571428571,4719.42857142857
2020-04-10,3860.42857142857,4832.71428571429,4054.85714285714,5393.14285714286,4750.57142857143
2020-04-11,3735.28571428571,4554.28571428571,3964.28571428571,5065,4749.14285714286
2020-04-12,3575.71428571429,4109.28571428571,3948.42857142857,4724.28571428571,4663.71428571429
2020-04-13,3539.28571428571,3946.42857142857,3916.42857142857,4496.71428571429,4600.71428571429
2020-04-14,3366.14285714286,3696.14285714286,3852.71428571429,4387.28571428571,4586
2020-04-15,3615.57142857143,3479.42857142857,3843.14285714286,4063.14285714286,4428.28571428571
2020-04-16,3437.28571428571,3178.28571428571,3676.14285714286,3873.28571428571,4267.71428571429
2020-04-17,3204,2900.71428571429,3616.42857142857,3618.14285714286,4258.28571428571
2020-04-18,2640,2825.85714285714,3551,3447.57142857143,4320.28571428571
2020-04-19,2562,2774,3379.14285714286,3308.57142857143,4412.14285714286
2020-04-20,2440.14285714286,2665.14285714286,3229.85714285714,3180.85714285714,4575.28571428571
2020-04-21,2351.71428571429,2622.71428571429,3101.71428571429,3047.42857142857,4627.28571428571
2020-04-22,1945.28571428571,2587.14285714286,3067,2960.71428571429,4723.85714285714
2020-04-23,1829.42857142857,2513.71428571429,3167.42857142857,2780.71428571429,4785.85714285714
2020-04-24,1686.57142857143,2364.71428571429,3004.57142857143,2647.57142857143,4846.14285714286
2020-04-25,1882.28571428571,2142.71428571429,2937.14285714286,2477.14285714286,4827
2020-04-26,1736.42857142857,2039.71428571429,2775.14285714286,2309.71428571429,4829
2020-04-27,1688.14285714286,1931.57142857143,2671.85714285714,2183.42857142857,4690
2020-04-28,1561,1840,2598,2093.85714285714,4635.71428571429
2020-04-29,1330.57142857143,1706.71428571429,2506.85714285714,1970.42857142857,4614.57142857143
2020-04-30,1300.71428571429,1581.85714285714,2323.42857142857,1828.85714285714,4610.14285714286
2020-05-01,1219.57142857143,1482.14285714286,2212.85714285714,1644.85714285714,4603.71428571429
2020-05-02,1054.71428571429,1323.57142857143,2062,1532.85714285714,4576.28571428571
2020-05-03,940.285714285714,1188.71428571429,1996.71428571429,1318.85714285714,4543
2020-05-04,918.285714285714,1140.28571428571,1863.14285714286,1214.57142857143,4468.85714285714
2020-05-05,828.857142857143,1074.71428571429,1789.14285714286,1162,4398.71428571429
2020-05-06,832.428571428571,1023.71428571429,1644,1070.28571428571,4210.57142857143
2020-05-07,1200.28571428571,996,1552.28571428571,962,4061
2020-05-08,1122.71428571429,934.571428571429,1485,890.285714285714,3830.28571428571
2020-05-09,1122.28571428571,978.285714285714,1393.85714285714,822,3659
2020-05-10,1078.57142857143,960.285714285714,1277.14285714286,840.571428571429,3419.85714285714
2020-05-11,1052.14285714286,914.285714285714,1193.28571428571,829.857142857143,3266.71428571429
2020-05-12,1035.57142857143,949.714285714286,1125.14285714286,810.714285714286,3173.42857142857
2020-05-13,981.285714285714,928.428571428571,1171.85714285714,752.142857142857,3201.57142857143
2020-05-14,448.714285714286,878.285714285714,1092.42857142857,715.285714285714,3161.57142857143
2020-05-15,453.142857142857,836,1034,704.428571428571,3087.28571428571
2020-05-16,438.285714285714,745.857142857143,957.142857142857,696,2924.57142857143
2020-05-17,428.571428571429,733.857142857143,927.428571428571,697.428571428571,2847.85714285714
2020-05-18,423.285714285714,731.714285714286,909.285714285714,686.285714285714,2836.71428571429
2020-05-19,429.428571428571,671.714285714286,867.428571428571,679,2766.57142857143
2020-05-20,399.714285714286,671.571428571429,783.285714285714,695.571428571429,2624.14285714286
2020-05-21,386.142857142857,644.714285714286,751.428571428571,734.285714285714,2574.14285714286
2020-05-22,348.285714285714,580,701.428571428571,728.285714285714,2490
2020-05-23,329,582.571428571429,681.857142857143,741,2482.28571428571
2020-05-24,309.285714285714,560.857142857143,652.428571428571,754.714285714286,2416
2020-05-25,309.714285714286,553.285714285714,631.857142857143,749.142857142857,2337.14285714286
2020-05-26,283.571428571429,541.714285714286,610.285714285714,759,2269.42857142857
2020-05-27,249.285714285714,479.571428571429,550.857142857143,753.714285714286,2131.57142857143
2020-05-28,220,423.571428571429,539.285714285714,735.571428571429,1934.42857142857
2020-05-29,647.428571428571,463.714285714286,532.285714285714,712.857142857143,1808.28571428571
2020-05-30,672.571428571429,478,512.857142857143,683,1692
2020-05-31,894.714285714286,457.285714285714,476.714285714286,656.285714285714,1615.57142857143
2020-06-01,902.857142857143,463.571428571429,451.571428571429,656.857142857143,1558.14285714286
2020-06-02,899,432.285714285714,434.142857142857,636.714285714286,1517.42857142857
2020-06-03,747.285714285714,429.428571428571,422.857142857143,591.428571428571,1491.28571428571
2020-06-04,773,435.285714285714,385.285714285714,540,1464.42857142857
2020-06-05,402.714285714286,401.857142857143,325.857142857143,533.857142857143,1396
2020-06-06,405.428571428571,354.571428571429,326.142857142857,501.285714285714,1322.14285714286
2020-06-07,226.571428571429,356.714285714286,305.285714285714,487.571428571429,1264
2020-06-08,255.857142857143,339.714285714286,282.714285714286,474.714285714286,1217.71428571429
2020-06-09,234,359.285714285714,297.285714285714,470.428571428571,1166.57142857143
2020-06-10,401.857142857143,355.857142857143,292.285714285714,474.142857142857,1117.71428571429
2020-06-11,414.571428571429,378.857142857143,275.285714285714,473.285714285714,1071.14285714286
2020-06-12,366,343.285714285714,304.142857142857,456.428571428571,1048.71428571429
2020-06-13,367.428571428571,334.857142857143,253.428571428571,438.714285714286,1016.42857142857
2020-06-14,348.285714285714,327.142857142857,264.285714285714,413,1006.71428571429
2020-06-15,350.285714285714,324,284.428571428571,391.428571428571,1019.42857142857
2020-06-16,343.714285714286,328,287.428571428571,382.142857142857,1033.85714285714
2020-06-17,328.142857142857,331.857142857143,277,371.142857142857,1025.85714285714
2020-06-18,313,335.428571428571,295,357.428571428571,1017.85714285714
2020-06-19,293.428571428571,408.571428571429,288.142857142857,332.142857142857,991.285714285714
2020-06-20,296.285714285714,444.714285714286,243.714285714286,330.857142857143,992.714285714286
2020-06-21,300.285714285714,507.571428571429,232,305.714285714286,983.285714285714
2020-06-22,257.142857142857,556.857142857143,215.714285714286,321.857142857143,954.285714285714
2020-06-23,296.142857142857,574.714285714286,204.285714285714,332.714285714286,928.142857142857
2020-06-24,315.857142857143,609.285714285714,190.428571428571,326.571428571429,907.142857142857
2020-06-25,271.428571428571,616.428571428571,226,337.857142857143,876.285714285714
2020-06-26,242.714285714286,574.571428571429,221,333.142857142857,842.714285714286
2020-06-27,287.857142857143,586.857142857143,278.571428571429,331,799
2020-06-28,227.714285714286,525.285714285714,265.857142857143,355,754
2020-06-29,227,486,258.714285714286,356.285714285714,748.571428571429
2020-06-30,285,485.285714285714,245.142857142857,360,721
2020-07-01,276.857142857143,468,249.285714285714,364.142857142857,697.285714285714
2020-07-02,364.285714285714,449.857142857143,192.857142857143,365.142857142857,658.857142857143
2020-07-03,432.857142857143,445.428571428571,179.285714285714,392.571428571429,640.714285714286
2020-07-04,368.285714285714,407.571428571429,174.714285714286,413.285714285714,623.714285714286
2020-07-05,368.285714285714,405.142857142857,183.285714285714,426.142857142857,610.571428571429
2020-07-06,368.285714285714,399,185.857142857143,434.142857142857,575.142857142857
2020-07-07,383,383.571428571429,197.571428571429,437.857142857143,590.714285714286
2020-07-08,387.857142857143,373.714285714286,196.857142857143,450.571428571429,587
2020-07-09,353.285714285714,365,198.428571428571,491.857142857143,584.142857142857
2020-07-10,356.714285714286,357.714285714286,200.285714285714,537.571428571429,590.142857142857
2020-07-11,363,351.428571428571,207.857142857143,597.857142857143,606.285714285714
2020-07-12,363,352.714285714286,201.142857142857,695.857142857143,604.285714285714
2020-07-13,363,344.142857142857,207.142857142857,747.857142857143,610.142857142857
2020-07-14,403.142857142857,347.285714285714,201.571428571429,776.142857142857,582.428571428571
2020-07-15,354.428571428571,340.714285714286,198.285714285714,860.714285714286,585.571428571429
2020-07-16,411.142857142857,353.857142857143,193.857142857143,950.142857142857,598.142857142857
2020-07-17,395.285714285714,380.714285714286,196.142857142857,1079,609.428571428571
2020-07-18,424.571428571429,402.285714285714,189.714285714286,1196.85714285714,607.857142857143
2020-07-19,424.571428571429,395.714285714286,198.428571428571,1336.28571428571,608.428571428571
2020-07-20,424.571428571429,408.571428571429,196.142857142857,1475.42857142857,615.714285714286
2020-07-21,523.857142857143,424.285714285714,199.142857142857,1596.71428571429,623.142857142857
2020-07-22,588.714285714286,439,201.142857142857,1711.28571428571,632.714285714286
2020-07-23,614.142857142857,444,218,1880.57142857143,642.142857142857
2020-07-24,677.285714285714,477.142857142857,228.857142857143,2002.14285714286,642.285714285714
2020-07-25,710.714285714286,513.142857142857,231.857142857143,2116.14285714286,646.142857142857
2020-07-26,710.714285714286,527.857142857143,235.428571428571,2229.42857142857,660.142857142857
2020-07-27,710.714285714286,540.857142857143,240.571428571429,2257,649.857142857143
2020-07-28,774.142857142857,556.714285714286,237.428571428571,2289.28571428571,643.857142857143
2020-07-29,805.285714285714,589.571428571429,248,2352.14285714286,540.571428571429
2020-07-30,850.428571428571,637.142857142857,249.142857142857,2439.28571428571,542.285714285714
2020-07-31,908.142857142857,645,260,2562.42857142857,552.714285714286
2020-08-01,956.857142857143,669.857142857143,278.142857142857,2715.85714285714,574
2020-08-02,956.857142857143,660.571428571429,281.142857142857,2862.14285714286,588.857142857143
2020-08-03,956.857142857143,684.714285714286,278.857142857143,3051,634.857142857143
2020-08-04,1085.14285714286,719.857142857143,277.571428571429,3112.14285714286,714.428571428571
2020-08-05,1127,728,275.857142857143,3203.85714285714,800.142857142857
2020-08-06,1177.57142857143,748.428571428571,289.571428571429,3409.71428571429,818.428571428571
2020-08-07,1217.71428571429,788,292.285714285714,3559.57142857143,833.285714285714
2020-08-08,1347.57142857143,811.857142857143,317,3755.85714285714,832
2020-08-09,1347.57142857143,856.857142857143,324.428571428571,4009.71428571429,830.142857142857
2020-08-10,1347.57142857143,846.428571428571,356.571428571429,4079.57142857143,875.714285714286
2020-08-11,1557.14285714286,858.857142857143,370.857142857143,4190,859.714285714286
2020-08-12,1604,928.142857142857,402.571428571429,4357.42857142857,928
2020-08-13,1720.28571428571,985.285714285714,415.714285714286,4585.14285714286,944.857142857143
2020-08-14,1862.42857142857,1028.42857142857,433,4889.85714285714,970.428571428571
2020-08-15,1931.85714285714,1070.28571428571,436.142857142857,5207.42857142857,1051.71428571429
2020-08-16,2395,1080.28571428571,476.428571428571,5588.85714285714,1097.28571428571
2020-08-17,2816,1098.14285714286,478.428571428571,5769.14285714286,1094.14285714286
2020-08-18,2201.14285714286,1158.71428571429,487.142857142857,5866.42857142857,1079.42857142857
2020-08-19,2325.71428571429,1199.28571428571,485.571428571429,6028.71428571429,1071
2020-08-20,2504.42857142857,1236.71428571429,509.285714285714,6383.42857142857,1042.85714285714
2020-08-21,2814.85714285714,1233.57142857143,554.714285714286,6704.14285714286,1050.42857142857
2020-08-22,3061.85714285714,1322,608,6997.42857142857,992.285714285714
2020-08-23,3043,1344.42857142857,671.142857142857,7314.71428571429,1022.42857142857
2020-08-24,3308.42857142857,1365.85714285714,775.714285714286,7490.71428571429,1022.57142857143
2020-08-25,3526.57142857143,1349.85714285714,866.142857142857,7633.14285714286,1059.57142857143
2020-08-26,3678.28571428571,1359.28571428571,934,7789.42857142857,1073.14285714286
2020-08-27,3866.57142857143,1330.71428571429,1037.42857142857,8059.28571428571,1106.85714285714
2020-08-28,4048.71428571429,1351.28571428571,1118.71428571429,8311.14285714286,1155.42857142857
2020-08-29,4458.14285714286,1272,1192,8497.42857142857,1190.14285714286
2020-08-30,4772.85714285714,1272.42857142857,1245.28571428571,8701.85714285714,1164.42857142857
2020-08-31,4818.71428571429,1258,1267.57142857143,8816.57142857143,1260.71428571429
2020-09-01,4983.85714285714,1249.42857142857,1273.71428571429,8943.85714285714,1322.71428571429
2020-09-02,5203.57142857143,1203.71428571429,1287.85714285714,9031.42857142857,1338.57142857143
2020-09-03,5453.57142857143,1175.71428571429,1282.14285714286,9050.14285714286,1404.28571428571
2020-09-04,5573,1158.85714285714,1280.42857142857,9094.14285714286,1434.71428571429
2020-09-05,5801.28571428571,1144.42857142857,1319.28571428571,9180.85714285714,1529.57142857143
2020-09-06,6240.28571428571,1173.42857142857,1355,9361.71428571429,1630.28571428571
2020-09-07,6502.42857142857,1202.57142857143,1345.14285714286,9515.71428571429,1812.14285714286
2020-09-08,6662,1242.71428571429,1367.14285714286,9559,2032.42857142857
2020-09-09,6769.71428571429,1231.28571428571,1423.42857142857,9613.42857142857,2198.85714285714
2020-09-10,6990.57142857143,1314.28571428571,1438.28571428571,9823.14285714286,2363.28571428571
2020-09-11,7402.85714285714,1318.71428571429,1466.85714285714,10120.1428571429,2532.42857142857
2020-09-12,7460,1354.71428571429,1450.28571428571,10411.5714285714,2760.85714285714
2020-09-13,7639.28571428571,1349,1422.71428571429,10560.7142857143,3001.42857142857
2020-09-14,7659.28571428571,1365.14285714286,1445.57142857143,10620.5714285714,3050.28571428571
2020-09-15,7913.28571428571,1352,1425.28571428571,10761.2857142857,3003.57142857143
2020-09-16,8227.71428571429,1455.57142857143,1405.28571428571,10934.2857142857,3095.42857142857
2020-09-17,8348.28571428571,1498.71428571429,1408.42857142857,11213.1428571429,3285.71428571429
2020-09-18,8460.14285714286,1560.42857142857,1406.42857142857,11407,3353.71428571429
2020-09-19,9006.42857142857,1655.71428571429,1448,11517,3465.57142857143
2020-09-20,9552.71428571429,1712.42857142857,1467.42857142857,11879,3597.71428571429
2020-09-21,10191,1711.71428571429,1486.14285714286,11883.8571428571,3679
2020-09-22,9928.71428571429,1770.85714285714,1535,11797.4285714286,3928.57142857143
2020-09-23,10100.2857142857,1752,1558.14285714286,11780,4189
2020-09-24,10614,1744.71428571429,1585,11629.1428571429,4501.42857142857
2020-09-25,11414,1778.57142857143,1614,11437.7142857143,4964.14285714286
2020-09-26,11769.4285714286,1808.57142857143,1614.71428571429,11270.5714285714,5328.57142857143
2020-09-27,11829.5714285714,1817.85714285714,1647.85714285714,10805.7142857143,5559.85714285714
2020-09-28,11765.8571428571,1856.42857142857,1673.42857142857,10716.4285714286,5816
2020-09-29,11735,1894.71428571429,1694,10600.7142857143,5769.71428571429
2020-09-30,11571.8571428571,1898.85714285714,1730.57142857143,10458.7142857143,6086.42857142857
2020-10-01,11451.1428571429,1950.28571428571,1760.57142857143,10259.1428571429,6219.28571428571
2020-10-02,11149.8571428571,2024.57142857143,1869.42857142857,10056.2857142857,6259.28571428571
2020-10-03,10574.2857142857,2032.57142857143,1953.28571428571,9841.85714285714,6272.85714285714
2020-10-04,11006.4285714286,2156.71428571429,2092.42857142857,9698.71428571429,7248.57142857143
2020-10-05,11209.5714285714,2183.85714285714,2208.42857142857,9590.57142857143,9715.57142857143
2020-10-06,11348.4285714286,2262.42857142857,2317.42857142857,9607,10936.8571428571
2020-10-07,11733.7142857143,2409.57142857143,2464.57142857143,9875.28571428571,11993.8571428571
2020-10-08,12597,2631.71428571429,2725.57142857143,10018.2857142857,13001.5714285714
2020-10-09,13189.1428571429,2895,2998.42857142857,10193.7142857143,14519.5714285714
2020-10-10,14414.4285714286,3203.28571428571,3408.85714285714,10635.8571428571,15504.7142857143
2020-10-11,15809.2857142857,3375.28571428571,3820.42857142857,11000,15832.4285714286
2020-10-12,16317.2857142857,3530.28571428571,4231.57142857143,11271.2857142857,14391.1428571429
2020-10-13,16814.7142857143,3742.14285714286,4569,11525.7142857143,14588.1428571429
2020-10-14,17172.5714285714,4071.28571428571,5029.14285714286,11141.4285714286,14972.4285714286
2020-10-15,17710.2857142857,4439.85714285714,5551.28571428571,11185.4285714286,15767
2020-10-16,19488.7142857143,4842.42857142857,6172,11801.2857142857,15972.4285714286
2020-10-17,20146.4285714286,5286.57142857143,6834.42857142857,12356.8571428571,16225.4285714286
2020-10-18,20968.1428571429,5587.14285714286,7577.42857142857,12905.7142857143,16369.1428571429
2020-10-19,22929.8571428571,5852.57142857143,8470.14285714286,13392,16956.1428571429
2020-10-20,23594,6244.85714285714,9144.14285714286,13616.8571428571,17646.2857142857
2020-10-21,24657.2857142857,6596.71428571429,9854.57142857143,15048.5714285714,18231.7142857143
2020-10-22,25246.4285714286,7260.85714285714,10978.4285714286,16378.2857142857,19226.4285714286
2020-10-23,26819.2857142857,7819.14285714286,12017.7142857143,17441,19549.2857142857
2020-10-24,29262.2857142857,8802.57142857143,13322.5714285714,18449.2857142857,20248.7142857143
2020-10-25,31113.8571428571,9601,14567.5714285714,19469.5714285714,21226
2020-10-26,34259,10223.8571428571,15934.4285714286,19999.8571428571,21627.2857142857
2020-10-27,36196.2857142857,10872.5714285714,17030.1428571429,20444.7142857143,21925.4285714286
2020-10-28,38050.7142857143,11925.2857142857,18618.4285714286,21097.8571428571,22147.5714285714
2020-10-29,39414.5714285714,12709.1428571429,20016.8571428571,21574.7142857143,21863.7142857143
2020-10-30,40279.2857142857,13771.8571428571,21552.7142857143,21730.4285714286,22124.7142857143
2020-10-31,41246.2857142857,14392.5714285714,23257.8571428571,21703.5714285714,22678.1428571429
2020-11-01,39409.4285714286,14821.2857142857,24988.7142857143,21670.4285714286,22521.4285714286
2020-11-02,39043.8571428571,15308.7142857143,26221.8571428571,21759,23016.2857142857
2020-11-03,42708.2857142857,15872,26971.2857142857,21700.4285714286,22739.1428571429
2020-11-04,43115.2857142857,16193.4285714286,27864.4285714286,21049.4285714286,22329.5714285714
2020-11-05,43749.5714285714,16652.8571428571,28658.7142857143,20667,22397.7142857143
2020-11-06,45235.2857142857,17056.4285714286,29754.8571428571,20583.8571428571,22551
2020-11-07,46897.8571428571,17676.4285714286,30715.2857142857,20478.2857142857,22391.2857142857
2020-11-08,54649.8571428571,17939.2857142857,31865.7142857143,20212.8571428571,22825.8571428571
2020-11-09,53125.4285714286,18120.1428571429,32252.7142857143,19968.2857142857,22442.7142857143
2020-11-10,48470.4285714286,18117.2857142857,32683.5714285714,19786.2857142857,22785.5714285714
2020-11-11,46457.8571428571,18299.1428571429,33662,19873.2857142857,22841.8571428571
2020-11-12,45767,18567.1428571429,34006.7142857143,19631,22523.7142857143
2020-11-13,42190.1428571429,18858,34503.1428571429,18956.8571428571,23856.8571428571
2020-11-14,36959.8571428571,18724,34946,18270,24430.2857142857
2020-11-15,29140.5714285714,18856.8571428571,34580.2857142857,17497.1428571429,24702.1428571429
2020-11-16,27498.2857142857,18494.1428571429,34775,16896.5714285714,25329.2857142857
2020-11-17,26001.5714285714,18363.7142857143,35072.5714285714,16434,25331.1428571429
2020-11-18,29334.7142857143,18231.4285714286,34658.4285714286,15876.7142857143,25279.5714285714
2020-11-19,28291.2857142857,18337.5714285714,34846.8571428571,15176.7142857143,24802.2857142857
2020-11-20,26598.7142857143,18352.7142857143,34589.5714285714,14424.1428571429,23294.4285714286
2020-11-21,26459,18424.5714285714,34066.2857142857,13550.4285714286,22287.4285714286
2020-11-22,24429.7142857143,18252.2857142857,33711.2857142857,12707.7142857143,21289.5714285714
2020-11-23,22434.5714285714,18258,32905.5714285714,12215.2857142857,20389.5714285714
2020-11-24,21728.2857142857,18134.4285714286,32273.4285714286,11916.1428571429,19544.8571428571
2020-11-25,16531.1428571429,18287.5714285714,30992.8571428571,11367.2857142857,18294.5714285714
2020-11-26,14807,18238.8571428571,29788.8571428571,10628.5714285714,18095.1428571429
2020-11-27,13722.8571428571,18118.5714285714,28763.8571428571,9943.85714285714,17329.4285714286
2020-11-28,12261.8571428571,17937.2857142857,27492.8571428571,9427.28571428571,16541.8571428571
2020-11-29,11494,17775.8571428571,26285.8571428571,9050.71428571429,15969.8571428571
2020-11-30,10995.8571428571,17819.4285714286,25187.1428571429,8811.42857142857,15040.2857142857
2020-12-01,10945,17826.5714285714,24251.2857142857,8637.71428571429,14594.5714285714
2020-12-02,10785.1428571429,17631.8571428571,23697,8400.57142857143,14898.8571428571
2020-12-03,10548,17600.1428571429,22962.2857142857,8210.85714285714,14607
2020-12-04,10422.2857142857,17691.8571428571,22136.2857142857,8046.85714285714,14224.5714285714
2020-12-05,10235.4285714286,17923.7142857143,21531.7142857143,7825.57142857143,14447.2857142857
2020-12-06,10288.4285714286,18374.5714285714,20779.8571428571,7594.71428571429,14399.8571428571
2020-12-07,10481.5714285714,18540.7142857143,20528.5714285714,7504.85714285714,15130.7142857143
2020-12-08,10382.8571428571,18605.1428571429,20143.2857142857,7483.14285714286,15471.8571428571
2020-12-09,11191.2857142857,19111.5714285714,19499,7178.42857142857,15307.8571428571
2020-12-10,11220,19344.8571428571,18362.7142857143,6359.28571428571,15366.1428571429
2020-12-11,11364.5714285714,20263,17474,6318,16235.5714285714
2020-12-12,11674.4285714286,20994.4285714286,16704.8571428571,6725.71428571429,17003.2857142857
2020-12-13,11824.7142857143,21342,16540.5714285714,7166.57142857143,17855
2020-12-14,11897.7142857143,21917.7142857143,16404.8571428571,7411.57142857143,18023
2020-12-15,11824.4285714286,21971.5714285714,16168.5714285714,7565.57142857143,18815.1428571429
