"publish_date","France","Germany","Italy","Spain","United Kingdom"
2020-03-11,222.857142857143,157.142857142857,1092.42857142857,279.857142857143,72.5714285714286
2020-03-12,283.428571428571,186.428571428571,1339,415.714285714286,101.714285714286
2020-03-13,347.428571428571,281.285714285714,1607.85714285714,593.714285714286,151.714285714286
2020-03-14,430.857142857143,339.714285714286,1860.57142857143,825.285714285714,213.571428571429
2020-03-15,534,421.142857142857,2182,1097.14285714286,270.285714285714
2020-03-16,607.285714285714,562.285714285714,2372.14285714286,1346,313.285714285714
2020-03-17,737.571428571429,696.142857142857,2686.85714285714,1623.42857142857,368.285714285714
2020-03-18,836,837.142857142857,3051,1996.57142857143,434.428571428571
2020-03-19,963.142857142857,947.285714285714,3321.57142857143,2488.85714285714,507.285714285714
2020-03-20,1143.14285714286,1681.28571428571,3703.14285714286,2980.14285714286,592.571428571429
2020-03-21,1262,2160.71428571429,4194.42857142857,3561.28571428571,674.142857142857
2020-03-22,1408,2524,4631.57142857143,4182.85714285714,785.142857142857
2020-03-23,1494.57142857143,2848,5022.57142857143,4720.28571428571,904.714285714286
2020-03-24,1862.85714285714,3314.28571428571,5135.28571428571,5150.42857142857,1038.42857142857
2020-03-25,2058.28571428571,3485.42857142857,5381.42857142857,5856.85714285714,1285.14285714286
2020-03-26,2273.71428571429,4044.28571428571,5524.71428571429,6606,1514.57142857143
2020-03-27,2562.28571428571,4021.42857142857,5643.42857142857,7371.57142857143,1755.85714285714
2020-03-28,2869.85714285714,4342.14285714286,5639.57142857143,7976.57142857143,2046.14285714286
2020-03-29,3264.71428571429,4440.57142857143,5556.28571428571,8345,2323.57142857143
2020-03-30,3402.14285714286,4646.28571428571,5507.28571428571,8530.85714285714,2555.57142857143
2020-03-31,3482.85714285714,4671.57142857143,5401.71428571429,8497.71428571429,2767
2020-04-01,4207.42857142857,5116,5230.85714285714,8469.42857142857,3043.42857142857
2020-04-02,4477.28571428571,5287.71428571429,5169.71428571429,8212.28571428571,3349
2020-04-03,4220.14285714286,5344,4957.57142857143,7771.42857142857,3666.28571428571
2020-04-04,4428.85714285714,5313.71428571429,4761.28571428571,7313.42857142857,3920.71428571429
2020-04-05,4373.14285714286,5595.28571428571,4594.28571428571,6986.85714285714,4165.57142857143
2020-04-06,4281.57142857143,5441.85714285714,4465.57142857143,6640.28571428571,4336.71428571429
2020-04-07,4215.85714285714,5330.28571428571,4401.14285714286,6362.57142857143,4441.57142857143
2020-04-08,3678.28571428571,5123.14285714286,4256.28571428571,5989.28571428571,4585.71428571429
2020-04-09,3547.57142857143,4954.28571428571,4121.14285714286,5617.28571428571,4719.42857142857
2020-04-10,3860.42857142857,4832.71428571429,4054.85714285714,5393.14285714286,4750.57142857143
2020-04-11,3735.28571428571,4554.28571428571,3964.28571428571,5065,4749.14285714286
2020-04-12,3575.71428571429,4109.28571428571,3948.42857142857,4724.28571428571,4663.71428571429
2020-04-13,3539.28571428571,3946.42857142857,3916.42857142857,4496.71428571429,4600.71428571429
2020-04-14,3366.14285714286,3696.14285714286,3852.71428571429,4387.28571428571,4586
2020-04-15,3615.57142857143,3479.42857142857,3843.14285714286,4063,4428.28571428571
2020-04-16,3437.28571428571,3178.28571428571,3676.14285714286,3873.14285714286,4267.71428571429
2020-04-17,3204,2900.71428571429,3616.42857142857,3618,4258.28571428571
2020-04-18,2640,2825.85714285714,3551,3447.42857142857,4320.28571428571
2020-04-19,2562,2774,3379.14285714286,3308.42857142857,4412.14285714286
2020-04-20,2440.14285714286,2665.14285714286,3229.85714285714,3180.71428571429,4575.28571428571
2020-04-21,2351.71428571429,2622.71428571429,3101.71428571429,3047.28571428571,4627.28571428571
2020-04-22,1945.28571428571,2587.14285714286,3067,2960.71428571429,4723.85714285714
2020-04-23,1829.42857142857,2513.71428571429,3167.42857142857,2780.71428571429,4785.85714285714
2020-04-24,1686.57142857143,2364.71428571429,3004.57142857143,2647.57142857143,4846.14285714286
2020-04-25,1882.28571428571,2142.71428571429,2937.14285714286,2477.14285714286,4827
2020-04-26,1736.42857142857,2039.71428571429,2775.14285714286,2309.71428571429,4829
2020-04-27,1688.14285714286,1931.57142857143,2671.85714285714,2183.42857142857,4690
2020-04-28,1561,1840,2598,2093.85714285714,4635.71428571429
2020-04-29,1330.57142857143,1706.71428571429,2506.85714285714,1970.42857142857,4614.57142857143
2020-04-30,1300.71428571429,1581.85714285714,2323.42857142857,1828.85714285714,4610.14285714286
2020-05-01,1219.57142857143,1482.14285714286,2212.85714285714,1644.85714285714,4603.71428571429
2020-05-02,1054.71428571429,1323.57142857143,2062,1532.85714285714,4576.28571428571
2020-05-03,940.285714285714,1188.71428571429,1996.71428571429,1318.71428571429,4543
2020-05-04,918.285714285714,1140.28571428571,1863.14285714286,1214.42857142857,4468.85714285714
2020-05-05,828.857142857143,1074.71428571429,1789.14285714286,1161.85714285714,4398.71428571429
2020-05-06,832.428571428571,1023.71428571429,1644,1070.14285714286,4210.57142857143
2020-05-07,1200.28571428571,996,1552.28571428571,961.857142857143,4061
2020-05-08,1122.71428571429,934.571428571429,1485,890.142857142857,3830.28571428571
2020-05-09,1122.28571428571,978.285714285714,1393.85714285714,822,3659
2020-05-10,1078.57142857143,960.285714285714,1277.14285714286,840.714285714286,3419.85714285714
2020-05-11,1052.14285714286,914.285714285714,1193.28571428571,830,3266.71428571429
2020-05-12,1035.57142857143,949.714285714286,1125.14285714286,810.857142857143,3173.42857142857
2020-05-13,981.285714285714,928.428571428571,1171.85714285714,752.285714285714,3201.57142857143
2020-05-14,448.714285714286,878.285714285714,1092.42857142857,715.142857142857,3161.57142857143
2020-05-15,453.142857142857,836,1034,704,3087.28571428571
2020-05-16,438.285714285714,745.857142857143,957.142857142857,695.285714285714,2924.57142857143
2020-05-17,428.571428571429,733.857142857143,927.428571428571,696.428571428571,2847.85714285714
2020-05-18,423.285714285714,731.714285714286,909.285714285714,684.857142857143,2836.71428571429
2020-05-19,429.428571428571,671.714285714286,867.428571428571,677.428571428571,2766.57142857143
2020-05-20,399.714285714286,671.571428571429,783.285714285714,693.571428571429,2624.14285714286
2020-05-21,386.142857142857,644.714285714286,751.428571428571,731.714285714286,2574.14285714286
2020-05-22,348.285714285714,580,701.428571428571,726,2490
2020-05-23,329,582.571428571429,681.857142857143,738.142857142857,2482.28571428571
2020-05-24,309.285714285714,560.857142857143,652.428571428571,751.857142857143,2416
2020-05-25,309.714285714286,553.285714285714,631.857142857143,746.571428571429,2337.14285714286
2020-05-26,283.571428571429,541.714285714286,610.285714285714,756,2269.42857142857
2020-05-27,249.285714285714,479.571428571429,550.857142857143,751.285714285714,2131.57142857143
2020-05-28,220,423.571428571429,539.285714285714,733.857142857143,1934.42857142857
2020-05-29,647.428571428571,463.714285714286,532.285714285714,710.428571428571,1808.28571428571
2020-05-30,672.571428571429,478,512.857142857143,681.142857142857,1692
2020-05-31,894.714285714286,457.285714285714,476.714285714286,654.571428571429,1615.57142857143
2020-06-01,902.857142857143,463.571428571429,451.571428571429,655.285714285714,1558.14285714286
2020-06-02,899,432.285714285714,434.142857142857,635.571428571429,1517.42857142857
2020-06-03,747.285714285714,429.428571428571,422.857142857143,590.142857142857,1491.28571428571
2020-06-04,773,435.285714285714,385.285714285714,538.714285714286,1464.42857142857
2020-06-05,402.714285714286,401.857142857143,325.857142857143,533.142857142857,1396
2020-06-06,405.428571428571,354.571428571429,326.142857142857,500.714285714286,1322.14285714286
2020-06-07,226.571428571429,356.714285714286,305.285714285714,486.857142857143,1264
2020-06-08,255.857142857143,339.714285714286,282.714285714286,474.142857142857,1217.71428571429
2020-06-09,234,359.285714285714,297.285714285714,470,1166.57142857143
2020-06-10,401.857142857143,355.857142857143,292.285714285714,473.571428571429,1117.71428571429
2020-06-11,414.571428571429,378.857142857143,275.285714285714,472.714285714286,1071.14285714286
2020-06-12,366,343.285714285714,304.142857142857,455.428571428571,1048.71428571429
2020-06-13,367.428571428571,334.857142857143,253.428571428571,437.714285714286,1016.42857142857
2020-06-14,348.285714285714,327.142857142857,264.285714285714,412,1006.71428571429
2020-06-15,350.285714285714,324,284.428571428571,390.428571428571,1019.42857142857
2020-06-16,343.714285714286,328,287.428571428571,381.285714285714,1033.85714285714
2020-06-17,328.142857142857,331.857142857143,277,369.857142857143,1025.85714285714
2020-06-18,313,335.428571428571,295,356.285714285714,1017.85714285714
2020-06-19,293.428571428571,408.571428571429,288.142857142857,331.857142857143,991.285714285714
2020-06-20,296.285714285714,444.714285714286,243.714285714286,330.142857142857,992.714285714286
2020-06-21,300.285714285714,507.571428571429,232,305,983.285714285714
2020-06-22,257.142857142857,556.857142857143,215.714285714286,319.857142857143,954.285714285714
2020-06-23,296.142857142857,574.714285714286,204.285714285714,330.285714285714,928.142857142857
2020-06-24,315.857142857143,609.285714285714,190.428571428571,323.857142857143,907.142857142857
2020-06-25,271.428571428571,616.428571428571,226,334,876.285714285714
2020-06-26,242.714285714286,574.571428571429,221,329,842.714285714286
2020-06-27,287.857142857143,586.857142857143,278.571428571429,326.285714285714,799
2020-06-28,227.714285714286,525.285714285714,265.857142857143,348,754
2020-06-29,227,486,258.714285714286,350.285714285714,748.571428571429
2020-06-30,285,485.285714285714,245.142857142857,353.857142857143,721
2020-07-01,276.857142857143,468,249.285714285714,358.714285714286,697.285714285714
2020-07-02,364.285714285714,449.857142857143,192.857142857143,360.428571428571,658.857142857143
2020-07-03,432.857142857143,445.428571428571,179.285714285714,387.285714285714,640.714285714286
2020-07-04,368.285714285714,407.571428571429,174.714285714286,408.857142857143,623.714285714286
2020-07-05,368.285714285714,405.142857142857,183.285714285714,423.857142857143,610.571428571429
2020-07-06,368.285714285714,399,185.857142857143,431.857142857143,575.142857142857
2020-07-07,383,383.571428571429,197.571428571429,435.857142857143,590.714285714286
2020-07-08,387.857142857143,373.714285714286,196.857142857143,448.571428571429,587
2020-07-09,353.285714285714,365,198.428571428571,489.714285714286,584.142857142857
2020-07-10,356.714285714286,357.714285714286,200.285714285714,535.142857142857,590.142857142857
2020-07-11,363,351.428571428571,207.857142857143,593.857142857143,606.285714285714
2020-07-12,363,352.714285714286,201.142857142857,689.142857142857,604.285714285714
2020-07-13,363,344.142857142857,207.142857142857,741,610.142857142857
2020-07-14,403.142857142857,347.285714285714,201.571428571429,769.428571428571,582.428571428571
2020-07-15,354.428571428571,340.714285714286,198.285714285714,853.285714285714,585.571428571429
2020-07-16,411.142857142857,353.857142857143,193.857142857143,942.142857142857,598.142857142857
2020-07-17,395.285714285714,380.714285714286,196.142857142857,1070.85714285714,609.428571428571
2020-07-18,424.571428571429,402.285714285714,189.714285714286,1189.14285714286,607.857142857143
2020-07-19,424.571428571429,395.714285714286,198.428571428571,1330,608.428571428571
2020-07-20,424.571428571429,408.571428571429,196.142857142857,1468.14285714286,615.714285714286
2020-07-21,523.857142857143,424.285714285714,199.142857142857,1589.28571428571,623.142857142857
2020-07-22,588.714285714286,439,201.142857142857,1703.42857142857,632.714285714286
2020-07-23,614.142857142857,444,218,1872.14285714286,642.142857142857
2020-07-24,677.285714285714,477.142857142857,228.857142857143,1993.57142857143,642.285714285714
2020-07-25,710.714285714286,513.142857142857,231.857142857143,2108.57142857143,646.142857142857
2020-07-26,710.714285714286,527.857142857143,235.428571428571,2222.14285714286,660.142857142857
2020-07-27,710.714285714286,540.857142857143,240.571428571429,2250.57142857143,649.857142857143
2020-07-28,774.142857142857,556.714285714286,237.428571428571,2281.71428571429,643.857142857143
2020-07-29,805.285714285714,589.571428571429,248,2345.28571428571,540.571428571429
2020-07-30,850.428571428571,637.142857142857,249.142857142857,2433.28571428571,542.285714285714
2020-07-31,908.142857142857,645,260,2555.14285714286,552.714285714286
2020-08-01,956.857142857143,669.857142857143,278.142857142857,2707.71428571429,574
2020-08-02,956.857142857143,660.571428571429,281.142857142857,2853.42857142857,588.857142857143
2020-08-03,956.857142857143,684.714285714286,278.857142857143,3042.14285714286,634.857142857143
2020-08-04,1085.14285714286,719.857142857143,277.571428571429,3104,714.428571428571
2020-08-05,1127,728,275.857142857143,3194.57142857143,800.142857142857
2020-08-06,1177.57142857143,748.428571428571,289.571428571429,3400.14285714286,818.428571428571
2020-08-07,1217.71428571429,788,292.285714285714,3550.14285714286,833.285714285714
2020-08-08,1347.57142857143,811.857142857143,317,3746.28571428571,832
2020-08-09,1347.57142857143,856.857142857143,324.428571428571,3999.71428571429,830.142857142857
2020-08-10,1347.57142857143,846.428571428571,356.571428571429,4068.28571428571,875.714285714286
2020-08-11,1557.14285714286,858.857142857143,370.857142857143,4178.28571428571,859.714285714286
2020-08-12,1604,928.142857142857,402.571428571429,4347,928
2020-08-13,1720.28571428571,985.285714285714,415.714285714286,4574.57142857143,944.857142857143
2020-08-14,1862.42857142857,1028.42857142857,433,4880.28571428571,970.428571428571
2020-08-15,1931.85714285714,1070.28571428571,436.142857142857,5196.42857142857,1051.71428571429
2020-08-16,2395,1080.28571428571,476.428571428571,5577.85714285714,1097.28571428571
2020-08-17,2816,1098.14285714286,478.428571428571,5758.85714285714,1094.14285714286
2020-08-18,2201.14285714286,1158.71428571429,487.142857142857,5856.42857142857,1079.42857142857
2020-08-19,2325.71428571429,1199.28571428571,485.571428571429,6017.42857142857,1071
2020-08-20,2504.42857142857,1236.71428571429,509.285714285714,6372.28571428571,1042.85714285714
2020-08-21,2814.85714285714,1233.57142857143,554.714285714286,6691.71428571429,1050.42857142857
2020-08-22,3061.85714285714,1322,608,6985.28571428571,992.285714285714
2020-08-23,3043,1344.42857142857,671.142857142857,7303.14285714286,1022.42857142857
2020-08-24,3308.42857142857,1365.85714285714,775.714285714286,7479.42857142857,1022.57142857143
2020-08-25,3526.57142857143,1349.85714285714,866.142857142857,7622.57142857143,1059.57142857143
2020-08-26,3678.28571428571,1359.28571428571,934,7778.42857142857,1073.14285714286
2020-08-27,3866.57142857143,1330.71428571429,1037.42857142857,8048,1106.85714285714
2020-08-28,4048.71428571429,1351.28571428571,1118.71428571429,8301.42857142857,1155.42857142857
2020-08-29,4458.14285714286,1272,1192,8489.14285714286,1190.14285714286
2020-08-30,4772.85714285714,1272.42857142857,1245.28571428571,8693.71428571429,1164.42857142857
2020-08-31,4818.71428571429,1258,1267.57142857143,8807.85714285714,1260.71428571429
2020-09-01,4983.85714285714,1249.42857142857,1273.71428571429,8934.71428571429,1322.71428571429
2020-09-02,5203.57142857143,1203.71428571429,1287.85714285714,9023.28571428571,1338.57142857143
2020-09-03,5453.57142857143,1175.71428571429,1282.14285714286,9041.42857142857,1404.28571428571
2020-09-04,5573,1158.85714285714,1280.42857142857,9085.14285714286,1434.71428571429
2020-09-05,5801.28571428571,1144.42857142857,1319.28571428571,9171.14285714286,1529.57142857143
2020-09-06,6240.28571428571,1173.42857142857,1355,9351,1630.28571428571
2020-09-07,6502.42857142857,1202.57142857143,1345.14285714286,9505.28571428571,1812.14285714286
2020-09-08,6662,1242.71428571429,1367.14285714286,9548.71428571429,2032.42857142857
2020-09-09,6769.71428571429,1231.28571428571,1423.42857142857,9602.28571428571,2198.85714285714
2020-09-10,6990.57142857143,1314.28571428571,1438.28571428571,9812,2363.28571428571
2020-09-11,7402.85714285714,1318.71428571429,1466.85714285714,10108.7142857143,2532.42857142857
2020-09-12,7460,1354.71428571429,1450.28571428571,10400.7142857143,2760.85714285714
2020-09-13,7639.28571428571,1349,1422.71428571429,10551.7142857143,3001.42857142857
2020-09-14,7659.28571428571,1365.14285714286,1445.57142857143,10611.5714285714,3050.28571428571
2020-09-15,7913.28571428571,1352,1425.28571428571,10751.5714285714,3003.57142857143
2020-09-16,8227.71428571429,1455.57142857143,1405.28571428571,10925.7142857143,3095.42857142857
2020-09-17,8348.28571428571,1498.71428571429,1408.42857142857,11203,3285.71428571429
2020-09-18,8460.14285714286,1560.42857142857,1406.42857142857,11397.1428571429,3353.71428571429
2020-09-19,9006.42857142857,1655.71428571429,1448,11506.1428571429,3465.57142857143
2020-09-20,9552.71428571429,1712.42857142857,1467.42857142857,11866.5714285714,3597.71428571429
2020-09-21,10191,1711.71428571429,1486.14285714286,11871.7142857143,3679
2020-09-22,9928.71428571429,1770.85714285714,1535,11785.4285714286,3928.57142857143
2020-09-23,10100.2857142857,1752,1558.14285714286,11768,4189
2020-09-24,10614,1744.71428571429,1585,11619.2857142857,4501.42857142857
2020-09-25,11414,1778.57142857143,1614,11426.5714285714,4964.14285714286
2020-09-26,11769.4285714286,1808.57142857143,1614.71428571429,11260.5714285714,5328.57142857143
2020-09-27,11829.5714285714,1817.85714285714,1647.85714285714,10797.8571428571,5559.85714285714
2020-09-28,11765.8571428571,1856.42857142857,1673.42857142857,10707.8571428571,5816
2020-09-29,11735,1894.71428571429,1694,10592.8571428571,5769.71428571429
2020-09-30,11571.8571428571,1898.85714285714,1730.57142857143,10449.4285714286,6086.42857142857
2020-10-01,11451.1428571429,1950.28571428571,1760.57142857143,10249,6219.28571428571
2020-10-02,11149.8571428571,2024.57142857143,1869.42857142857,10045.8571428571,6259.28571428571
2020-10-03,10574.2857142857,2032.57142857143,1953.28571428571,9830,6272.85714285714
2020-10-04,11006.4285714286,2156.71428571429,2092.42857142857,9684,7248.57142857143
2020-10-05,11209.5714285714,2183.85714285714,2208.42857142857,9576,9715.57142857143
2020-10-06,11348.4285714286,2262.42857142857,2317.42857142857,9591.57142857143,10936.8571428571
2020-10-07,11733.7142857143,2409.57142857143,2464.57142857143,9860.14285714286,11993.8571428571
2020-10-08,12597,2631.71428571429,2725.57142857143,10000.7142857143,13001.5714285714
2020-10-09,13189.1428571429,2895,2998.42857142857,10175,14519.5714285714
2020-10-10,14414.4285714286,3203.28571428571,3408.85714285714,10613.8571428571,15504.7142857143
2020-10-11,15809.2857142857,3375.28571428571,3820.42857142857,10976.7142857143,15832.4285714286
2020-10-12,16317.2857142857,3530.28571428571,4231.57142857143,11247.2857142857,14391.1428571429
2020-10-13,16814.7142857143,3742.14285714286,4569,11501,14588.1428571429
2020-10-14,17172.5714285714,4071.28571428571,5029.14285714286,11116.1428571429,14972.4285714286
2020-10-15,17710.2857142857,4439.85714285714,5551.28571428571,11159,15767
2020-10-16,19488.7142857143,4842.42857142857,6172,11770.8571428571,15972.4285714286
2020-10-17,20146.4285714286,5286.57142857143,6834.42857142857,12325.1428571429,16225.4285714286
2020-10-18,20968.1428571429,5587.14285714286,7577.42857142857,12869.7142857143,16369.1428571429
2020-10-19,22929.8571428571,5852.57142857143,8470.14285714286,13354.7142857143,16956.1428571429
2020-10-20,23594,6244.85714285714,9144.14285714286,13579.5714285714,17646.2857142857
2020-10-21,24657.2857142857,6596.71428571429,9854.57142857143,15007,18231.7142857143
2020-10-22,25246.4285714286,7260.85714285714,10978.4285714286,16334.2857142857,19226.4285714286
2020-10-23,26819.2857142857,7819.14285714286,12017.7142857143,17394,19549.2857142857
2020-10-24,29262.2857142857,8802.57142857143,13322.5714285714,18401.1428571429,20248.7142857143
2020-10-25,31113.8571428571,9601,14567.5714285714,19420,21226
2020-10-26,34259,10223.8571428571,15934.4285714286,19948.4285714286,21627.2857142857
2020-10-27,36196.2857142857,10872.5714285714,17030.1428571429,20390.7142857143,21925.4285714286
2020-10-28,38050.7142857143,11925.2857142857,18618.4285714286,21039,22147.5714285714
2020-10-29,39414.5714285714,12709.1428571429,20016.8571428571,21512.2857142857,21863.7142857143
2020-10-30,40279.2857142857,13771.8571428571,21552.7142857143,21668.1428571429,22124.7142857143
2020-10-31,41246.2857142857,14392.5714285714,23257.8571428571,21639.5714285714,22678.1428571429
2020-11-01,39409.4285714286,14821.2857142857,24988.7142857143,21609.4285714286,22521.4285714286
2020-11-02,39043.8571428571,15308.7142857143,26221.8571428571,21698.7142857143,23016.2857142857
2020-11-03,42708.2857142857,15872,26971.2857142857,21642.4285714286,22739.1428571429
2020-11-04,43115.2857142857,16193.4285714286,27864.4285714286,20994.8571428571,22329.5714285714
2020-11-05,43749.5714285714,16652.8571428571,28658.7142857143,20613.7142857143,22397.7142857143
2020-11-06,45235.2857142857,17056.4285714286,29754.8571428571,20533.2857142857,22551
2020-11-07,46897.8571428571,17676.4285714286,30715.2857142857,20430.2857142857,22391.2857142857
2020-11-08,54649.8571428571,17939.2857142857,31865.7142857143,20162.7142857143,22825.8571428571
2020-11-09,53125.4285714286,18120.1428571429,32252.7142857143,19921,22442.7142857143
2020-11-10,48470.4285714286,18117.2857142857,32683.5714285714,19738.5714285714,22785.5714285714
2020-11-11,46457.8571428571,18299.1428571429,33662,19825.5714285714,22841.8571428571
2020-11-12,45767,18567.1428571429,34006.7142857143,19586.1428571429,22523.7142857143
2020-11-13,42190.1428571429,18858,34503.1428571429,18916.2857142857,23856.8571428571
2020-11-14,36959.8571428571,18724,34946,18231.7142857143,24430.2857142857
2020-11-15,29140.5714285714,18856.8571428571,34580.2857142857,17459.7142857143,24702.1428571429
2020-11-16,27498.2857142857,18494.1428571429,34775,16855,25329.2857142857
2020-11-17,26001.5714285714,18363.7142857143,35072.5714285714,16391.8571428571,25331.1428571429
2020-11-18,29334.7142857143,18231.4285714286,34658.4285714286,15835.2857142857,25279.5714285714
2020-11-19,28291.2857142857,18337.5714285714,34846.8571428571,15134,24802.2857142857
2020-11-20,26598.7142857143,18352.7142857143,34589.5714285714,14379,23294.4285714286
2020-11-21,26459,18424.5714285714,34066.2857142857,13503.5714285714,22287.4285714286
2020-11-22,24429.7142857143,18252.2857142857,33711.2857142857,12661.8571428571,21289.5714285714
2020-11-23,22434.5714285714,18258,32905.5714285714,12174,20389.5714285714
2020-11-24,21728.2857142857,18134.4285714286,32273.4285714286,11876.7142857143,19544.8571428571
2020-11-25,16531.1428571429,18287.5714285714,30992.8571428571,11331.7142857143,18294.5714285714
2020-11-26,14807,18238.8571428571,29788.8571428571,10600.2857142857,18095.1428571429
2020-11-27,13722.8571428571,18118.5714285714,28763.8571428571,9918.57142857143,17329.4285714286
2020-11-28,12261.8571428571,17937.2857142857,27492.8571428571,9405.71428571429,16541.8571428571
2020-11-29,11494,17775.8571428571,26285.8571428571,9034.28571428571,15969.8571428571
2020-11-30,10995.8571428571,17819.4285714286,25187.1428571429,8795.14285714286,15040.2857142857
2020-12-01,10945,17826.5714285714,24251.2857142857,8622,14594.5714285714
2020-12-02,10785.1428571429,17631.8571428571,23697,8385.71428571429,14898.8571428571
2020-12-03,10548,17600.1428571429,22962.2857142857,8196.85714285714,14607
2020-12-04,10422.2857142857,17691.8571428571,22136.2857142857,8032.85714285714,14224.5714285714
2020-12-05,10235.4285714286,17923.7142857143,21531.7142857143,7812.71428571429,14447.2857142857
2020-12-06,10288.4285714286,18374.5714285714,20779.8571428571,7583.14285714286,14399.8571428571
2020-12-07,10481.5714285714,18540.7142857143,20528.5714285714,7493,15130.7142857143
2020-12-08,10382.8571428571,18605.1428571429,20143.2857142857,7471.57142857143,15471.8571428571
2020-12-09,11191.2857142857,19111.5714285714,19499,7167.71428571429,15307.8571428571
2020-12-10,11220,19344.8571428571,18362.7142857143,6349.28571428571,15366.1428571429
2020-12-11,11364.5714285714,20263,17474,6308,16235.5714285714
2020-12-12,11674.4285714286,20994.4285714286,16704.8571428571,6714.57142857143,17003.2857142857
2020-12-13,11824.7142857143,21342,16540.5714285714,7154.14285714286,17855
2020-12-14,11897.7142857143,21917.7142857143,16404.8571428571,7399.85714285714,18023
2020-12-15,11824.4285714286,21971.5714285714,16168.5714285714,7552.57142857143,18815.1428571429
